t, H, V, T, P
2.300e+00, -1.014961e+03,-1.133e+03, 4.368e+01, 0.000e+00
2.310e+00, -1.014961e+03,-1.133e+03, 4.393e+01, 0.000e+00
2.320e+00, -1.014961e+03,-1.134e+03, 4.420e+01, 0.000e+00
2.330e+00, -1.014961e+03,-1.135e+03, 4.448e+01, 0.000e+00
2.340e+00, -1.014961e+03,-1.135e+03, 4.474e+01, 0.000e+00
2.350e+00, -1.014961e+03,-1.136e+03, 4.496e+01, 0.000e+00
2.360e+00, -1.014961e+03,-1.136e+03, 4.512e+01, 0.000e+00
2.370e+00, -1.014961e+03,-1.137e+03, 4.523e+01, 0.000e+00
2.380e+00, -1.014961e+03,-1.137e+03, 4.527e+01, 0.000e+00
2.390e+00, -1.014961e+03,-1.137e+03, 4.528e+01, 0.000e+00
2.400e+00, -1.014961e+03,-1.137e+03, 4.526e+01, 0.000e+00
2.410e+00, -1.014961e+03,-1.137e+03, 4.525e+01, 0.000e+00
2.420e+00, -1.014961e+03,-1.137e+03, 4.527e+01, 0.000e+00
2.430e+00, -1.014961e+03,-1.137e+03, 4.532e+01, 0.000e+00
2.440e+00, -1.014961e+03,-1.137e+03, 4.540e+01, 0.000e+00
2.450e+00, -1.014961e+03,-1.137e+03, 4.550e+01, 0.000e+00
2.460e+00, -1.014961e+03,-1.138e+03, 4.560e+01, 0.000e+00
2.470e+00, -1.014961e+03,-1.138e+03, 4.567e+01, 0.000e+00
2.480e+00, -1.014961e+03,-1.138e+03, 4.570e+01, 0.000e+00
2.490e+00, -1.014961e+03,-1.138e+03, 4.569e+01, 0.000e+00
2.500e+00, -1.014961e+03,-1.138e+03, 4.563e+01, 0.000e+00
2.510e+00, -1.014961e+03,-1.138e+03, 4.553e+01, 0.000e+00
2.520e+00, -1.014961e+03,-1.137e+03, 4.541e+01, 0.000e+00
2.530e+00, -1.014961e+03,-1.137e+03, 4.528e+01, 0.000e+00
2.540e+00, -1.014960e+03,-1.137e+03, 4.517e+01, 0.000e+00
2.550e+00, -1.014960e+03,-1.136e+03, 4.510e+01, 0.000e+00
2.560e+00, -1.014960e+03,-1.136e+03, 4.508e+01, 0.000e+00
2.570e+00, -1.014960e+03,-1.136e+03, 4.513e+01, 0.000e+00
2.580e+00, -1.014960e+03,-1.137e+03, 4.526e+01, 0.000e+00
2.590e+00, -1.014960e+03,-1.137e+03, 4.544e+01, 0.000e+00
2.600e+00, -1.014961e+03,-1.138e+03, 4.566e+01, 0.000e+00
2.610e+00, -1.014961e+03,-1.139e+03, 4.591e+01, 0.000e+00
2.620e+00, -1.014961e+03,-1.139e+03, 4.613e+01, 0.000e+00
2.630e+00, -1.014961e+03,-1.140e+03, 4.631e+01, 0.000e+00
2.640e+00, -1.014961e+03,-1.140e+03, 4.642e+01, 0.000e+00
2.650e+00, -1.014961e+03,-1.140e+03, 4.644e+01, 0.000e+00
2.660e+00, -1.014961e+03,-1.140e+03, 4.635e+01, 0.000e+00
2.670e+00, -1.014961e+03,-1.139e+03, 4.616e+01, 0.000e+00
2.680e+00, -1.014961e+03,-1.138e+03, 4.588e+01, 0.000e+00
2.690e+00, -1.014961e+03,-1.138e+03, 4.553e+01, 0.000e+00
2.700e+00, -1.014961e+03,-1.136e+03, 4.513e+01, 0.000e+00
2.710e+00, -1.014961e+03,-1.135e+03, 4.471e+01, 0.000e+00
2.720e+00, -1.014961e+03,-1.134e+03, 4.428e+01, 0.000e+00
2.730e+00, -1.014960e+03,-1.133e+03, 4.388e+01, 0.000e+00
2.740e+00, -1.014961e+03,-1.132e+03, 4.350e+01, 0.000e+00
2.750e+00, -1.014961e+03,-1.131e+03, 4.314e+01, 0.000e+00
2.760e+00, -1.014961e+03,-1.130e+03, 4.279e+01, 0.000e+00
2.770e+00, -1.014961e+03,-1.129e+03, 4.244e+01, 0.000e+00
2.780e+00, -1.014961e+03,-1.128e+03, 4.208e+01, 0.000e+00
2.790e+00, -1.014961e+03,-1.127e+03, 4.170e+01, 0.000e+00
2.800e+00, -1.014961e+03,-1.126e+03, 4.129e+01, 0.000e+00
2.810e+00, -1.014961e+03,-1.125e+03, 4.087e+01, 0.000e+00
2.820e+00, -1.014961e+03,-1.124e+03, 4.046e+01, 0.000e+00
2.830e+00, -1.014960e+03,-1.123e+03, 4.006e+01, 0.000e+00
2.840e+00, -1.014960e+03,-1.122e+03, 3.970e+01, 0.000e+00
2.850e+00, -1.014960e+03,-1.121e+03, 3.940e+01, 0.000e+00
